time[s],v[m/s],w[rad/s],wp_x,wp_y,theta_wp[rad]
104.80,0.00,-1.57,-1.00,-2.00,-3.12
104.90,0.00,1.00,-1.00,-2.00,3.00
105.00,0.00,1.00,-1.00,-2.00,3.10
105.10,0.00,-1.57,-1.00,-2.00,-3.08
105.20,0.00,1.00,-1.00,-2.00,3.05
105.30,0.00,-1.57,-1.00,-2.00,-3.14
105.40,0.00,1.00,-1.00,-2.00,2.99
105.50,0.00,1.00,-1.00,-2.00,3.09
105.60,0.00,-1.57,-1.00,-2.00,-3.09
105.70,0.00,1.00,-1.00,-2.00,3.03
105.80,0.00,1.00,-1.00,-2.00,3.13
105.90,0.00,-1.57,-1.00,-2.00,-3.05
106.00,0.00,1.00,-1.00,-2.00,3.08
106.10,0.00,-1.57,-1.00,-2.00,-3.11
106.20,0.00,1.00,-1.00,-2.00,3.02
106.30,0.00,1.00,-1.00,-2.00,3.12
106.40,0.00,-1.57,-1.00,-2.00,-3.06
106.50,0.00,1.00,-1.00,-2.00,3.06
106.60,0.00,-1.57,-1.00,-2.00,-3.12
106.70,0.00,1.00,-1.00,-2.00,3.00
106.80,0.00,1.00,-1.00,-2.00,3.10
106.90,0.00,-1.57,-1.00,-2.00,-3.08
107.00,0.00,1.00,-1.00,-2.00,3.05
107.10,0.00,-1.57,-1.00,-2.00,-3.14
107.20,0.00,1.00,-1.00,-2.00,2.99
107.30,0.00,1.00,-1.00,-2.00,3.09
107.40,0.00,-1.57,-1.00,-2.00,-3.09
107.50,0.00,1.00,-1.00,-2.00,3.03
107.60,0.00,1.00,-1.00,-2.00,3.13
107.70,0.00,-1.57,-1.00,-2.00,-3.05
107.80,0.00,1.00,-1.00,-2.00,3.08
107.90,0.00,-1.57,-1.00,-2.00,-3.11
108.00,0.00,1.00,-1.00,-2.00,3.02
108.10,0.00,1.00,-1.00,-2.00,3.12
108.20,0.00,-1.57,-1.00,-2.00,-3.06
108.30,0.00,1.00,-1.00,-2.00,3.06
108.40,0.00,-1.57,-1.00,-2.00,-3.12
108.50,0.00,1.00,-1.00,-2.00,3.01
108.60,0.00,1.00,-1.00,-2.00,3.11
108.70,0.00,-1.57,-1.00,-2.00,-3.08
108.80,0.00,1.00,-1.00,-2.00,3.05
108.90,0.00,-1.57,-1.00,-2.00,-3.13
109.00,0.00,1.00,-1.00,-2.00,2.99
109.10,0.00,1.00,-1.00,-2.00,3.09
109.20,0.00,-1.57,-1.00,-2.00,-3.09
109.30,0.00,1.00,-1.00,-2.00,3.03
109.40,0.00,1.00,-1.00,-2.00,3.13
109.50,0.00,-1.57,-1.00,-2.00,-3.05
109.60,0.00,1.00,-1.00,-2.00,3.08
109.70,0.00,-1.57,-1.00,-2.00,-3.11
109.80,0.00,1.00,-1.00,-2.00,3.02
109.90,0.00,1.00,-1.00,-2.00,3.12
110.00,0.00,-1.57,-1.00,-2.00,-3.06
110.10,0.00,1.00,-1.00,-2.00,3.06
110.20,0.00,-1.57,-1.00,-2.00,-3.12
110.30,0.00,1.00,-1.00,-2.00,3.01
110.40,0.00,1.00,-1.00,-2.00,3.11
110.50,0.00,-1.57,-1.00,-2.00,-3.08
110.60,0.00,1.00,-1.00,-2.00,3.05
110.70,0.00,-1.57,-1.00,-2.00,-3.13
110.80,0.00,1.00,-1.00,-2.00,2.99
110.90,0.00,1.00,-1.00,-2.00,3.09
111.00,0.00,-1.57,-1.00,-2.00,-3.09
111.10,0.00,1.00,-1.00,-2.00,3.03
111.20,0.00,1.00,-1.00,-2.00,3.13
111.30,0.00,-1.57,-1.00,-2.00,-3.05
111.40,0.00,1.00,-1.00,-2.00,3.08
111.50,0.00,-1.57,-1.00,-2.00,-3.11
111.60,0.00,1.00,-1.00,-2.00,3.02
111.70,0.00,1.00,-1.00,-2.00,3.12
111.80,0.00,-1.57,-1.00,-2.00,-3.06
111.90,0.00,1.00,-1.00,-2.00,3.06
112.00,0.00,-1.57,-1.00,-2.00,-3.12
112.10,0.00,1.00,-1.00,-2.00,3.01
112.20,0.00,1.00,-1.00,-2.00,3.11
112.30,0.00,-1.57,-1.00,-2.00,-3.08
112.40,0.00,1.00,-1.00,-2.00,3.05
112.50,0.00,-1.57,-1.00,-2.00,-3.13
112.60,0.00,1.00,-1.00,-2.00,2.99
112.70,0.00,1.00,-1.00,-2.00,3.09
112.80,0.00,-1.57,-1.00,-2.00,-3.09
112.90,0.00,1.00,-1.00,-2.00,3.04
113.00,0.00,1.00,-1.00,-2.00,3.14
113.10,0.00,-1.57,-1.00,-2.00,-3.05
113.20,0.00,1.00,-1.00,-2.00,3.08
113.30,0.00,-1.57,-1.00,-2.00,-3.11
113.40,0.00,1.00,-1.00,-2.00,3.02
113.50,0.00,1.00,-1.00,-2.00,3.12
113.60,0.00,-1.57,-1.00,-2.00,-3.06
113.70,0.00,1.00,-1.00,-2.00,3.06
113.80,0.00,-1.57,-1.00,-2.00,-3.12
113.90,0.00,1.00,-1.00,-2.00,3.01
114.00,0.00,1.00,-1.00,-2.00,3.11
114.10,0.00,-1.57,-1.00,-2.00,-3.08
114.20,0.00,1.00,-1.00,-2.00,3.05
114.30,0.00,-1.57,-1.00,-2.00,-3.13
114.40,0.00,1.00,-1.00,-2.00,2.99
114.50,0.00,1.00,-1.00,-2.00,3.09
114.60,0.00,-1.57,-1.00,-2.00,-3.09
114.70,0.00,1.00,-1.00,-2.00,3.04
114.80,0.00,1.00,-1.00,-2.00,3.14
114.90,0.00,-1.57,-1.00,-2.00,-3.05
115.00,0.00,1.00,-1.00,-2.00,3.08
115.10,0.00,-1.57,-1.00,-2.00,-3.10
115.20,0.00,1.00,-1.00,-2.00,3.02
115.30,0.00,1.00,-1.00,-2.00,3.12
115.40,0.00,-1.57,-1.00,-2.00,-3.06
115.50,0.00,1.00,-1.00,-2.00,3.06
115.60,0.00,-1.57,-1.00,-2.00,-3.12
115.70,0.00,1.00,-1.00,-2.00,3.01
115.80,0.00,1.00,-1.00,-2.00,3.11
115.90,0.00,-1.57,-1.00,-2.00,-3.08
116.00,0.00,1.00,-1.00,-2.00,3.05
116.10,0.00,-1.57,-1.00,-2.00,-3.13
116.20,0.00,1.00,-1.00,-2.00,2.99
116.30,0.00,1.00,-1.00,-2.00,3.09
116.40,0.00,-1.57,-1.00,-2.00,-3.09
116.50,0.00,1.00,-1.00,-2.00,3.04
116.60,0.00,1.00,-1.00,-2.00,3.14
116.70,0.00,-1.57,-1.00,-2.00,-3.05
116.80,0.00,1.00,-1.00,-2.00,3.08
116.90,0.00,-1.57,-1.00,-2.00,-3.10
117.00,0.00,1.00,-1.00,-2.00,3.02
117.10,0.00,1.00,-1.00,-2.00,3.12
117.20,0.00,-1.57,-1.00,-2.00,-3.06
117.30,0.00,1.00,-1.00,-2.00,3.06
117.40,0.00,-1.57,-1.00,-2.00,-3.12
117.50,0.00,1.00,-1.00,-2.00,3.01
117.60,0.00,1.00,-1.00,-2.00,3.11
117.70,0.00,-1.57,-1.00,-2.00,-3.08
117.80,0.00,1.00,-1.00,-2.00,3.05
117.90,0.00,-1.57,-1.00,-2.00,-3.13
118.00,0.00,1.00,-1.00,-2.00,2.99
118.10,0.00,1.00,-1.00,-2.00,3.09
118.20,0.00,-1.57,-1.00,-2.00,-3.09
118.30,0.00,1.00,-1.00,-2.00,3.04
118.40,0.00,1.00,-1.00,-2.00,3.14
118.50,0.00,-1.57,-1.00,-2.00,-3.05
118.60,0.00,1.00,-1.00,-2.00,3.08
118.70,0.00,-1.57,-1.00,-2.00,-3.10
118.80,0.00,1.00,-1.00,-2.00,3.02
118.90,0.00,1.00,-1.00,-2.00,3.12
119.00,0.00,-1.57,-1.00,-2.00,-3.06
119.10,0.00,1.00,-1.00,-2.00,3.07
119.20,0.00,-1.57,-1.00,-2.00,-3.12
119.30,0.00,1.00,-1.00,-2.00,3.01
119.40,0.00,1.00,-1.00,-2.00,3.11
119.50,0.00,-1.57,-1.00,-2.00,-3.08
119.60,0.00,1.00,-1.00,-2.00,3.05
119.70,0.00,-1.57,-1.00,-2.00,-3.13
119.80,0.00,1.00,-1.00,-2.00,2.99
119.90,0.00,1.00,-1.00,-2.00,3.09
120.00,0.00,-1.57,-1.00,-2.00,-3.09
120.10,0.00,1.00,-1.00,-2.00,3.04
120.20,0.00,1.00,-1.00,-2.00,3.14
120.30,0.00,-1.57,-1.00,-2.00,-3.05
120.40,0.00,1.00,-1.00,-2.00,3.08
120.50,0.00,-1.57,-1.00,-2.00,-3.10
120.60,0.00,1.00,-1.00,-2.00,3.02
120.70,0.00,1.00,-1.00,-2.00,3.12
120.80,0.00,-1.57,-1.00,-2.00,-3.06
120.90,0.00,1.00,-1.00,-2.00,3.07
121.00,0.00,-1.57,-1.00,-2.00,-3.12
121.10,0.00,1.00,-1.00,-2.00,3.01
121.20,0.00,1.00,-1.00,-2.00,3.11
121.30,0.00,-1.57,-1.00,-2.00,-3.07
121.40,0.00,1.00,-1.00,-2.00,3.05
121.50,0.00,-1.57,-1.00,-2.00,-3.13
121.60,0.00,1.00,-1.00,-2.00,2.99
121.70,0.00,1.00,-1.00,-2.00,3.09
121.80,0.00,-1.57,-1.00,-2.00,-3.09
121.90,0.00,1.00,-1.00,-2.00,3.04
122.00,0.00,1.00,-1.00,-2.00,3.14
122.10,0.00,-1.57,-1.00,-2.00,-3.05
122.20,0.00,1.00,-1.00,-2.00,3.08
122.30,0.00,-1.57,-1.00,-2.00,-3.10
122.40,0.00,1.00,-1.00,-2.00,3.02
122.50,0.00,1.00,-1.00,-2.00,3.12
122.60,0.00,-1.57,-1.00,-2.00,-3.06
122.70,0.00,1.00,-1.00,-2.00,3.07
122.80,0.00,-1.57,-1.00,-2.00,-3.12
122.90,0.00,1.00,-1.00,-2.00,3.01
123.00,0.00,1.00,-1.00,-2.00,3.11
123.10,0.00,-1.57,-1.00,-2.00,-3.07
123.20,0.00,1.00,-1.00,-2.00,3.05
123.30,0.00,-1.57,-1.00,-2.00,-3.13
123.40,0.00,1.00,-1.00,-2.00,2.99
123.50,0.00,1.00,-1.00,-2.00,3.09
123.60,0.00,-1.57,-1.00,-2.00,-3.09
123.70,0.00,1.00,-1.00,-2.00,3.04
123.80,0.00,1.00,-1.00,-2.00,3.14
123.90,0.00,-1.57,-1.00,-2.00,-3.05
124.00,0.00,1.00,-1.00,-2.00,3.08
124.10,0.00,-1.57,-1.00,-2.00,-3.10
124.20,0.00,1.00,-1.00,-2.00,3.02
124.30,0.00,1.00,-1.00,-2.00,3.12
124.40,0.00,-1.57,-1.00,-2.00,-3.06
124.50,0.00,1.00,-1.00,-2.00,3.07
124.60,0.00,-1.57,-1.00,-2.00,-3.12
124.70,0.00,1.00,-1.00,-2.00,3.01
124.80,0.00,1.00,-1.00,-2.00,3.11
124.90,0.00,-1.57,-1.00,-2.00,-3.07
125.00,0.00,1.00,-1.00,-2.00,3.05
125.10,0.00,-1.57,-1.00,-2.00,-3.13
125.20,0.00,1.00,-1.00,-2.00,3.00
125.30,0.00,1.00,-1.00,-2.00,3.10
125.40,0.00,-1.57,-1.00,-2.00,-3.09
125.50,0.00,1.00,-1.00,-2.00,3.04
125.60,0.00,1.00,-1.00,-2.00,3.14
125.70,0.00,-1.57,-1.00,-2.00,-3.05
125.80,0.00,1.00,-1.00,-2.00,3.08
125.90,0.00,-1.57,-1.00,-2.00,-3.10
126.00,0.00,1.00,-1.00,-2.00,3.02
126.10,0.00,1.00,-1.00,-2.00,3.12
126.20,0.00,-1.57,-1.00,-2.00,-3.06
126.30,0.00,1.00,-1.00,-2.00,3.07
126.40,0.00,-1.57,-1.00,-2.00,-3.12
126.50,0.00,1.00,-1.00,-2.00,3.01
126.60,0.00,1.00,-1.00,-2.00,3.11
126.70,0.00,-1.57,-1.00,-2.00,-3.07
126.80,0.00,1.00,-1.00,-2.00,3.05
126.90,0.00,-1.57,-1.00,-2.00,-3.13
127.00,0.00,1.00,-1.00,-2.00,3.00
127.10,0.00,1.00,-1.00,-2.00,3.10
127.20,0.00,-1.57,-1.00,-2.00,-3.09
127.30,0.00,1.00,-1.00,-2.00,3.04
127.40,0.00,1.00,-1.00,-2.00,3.14
127.50,0.00,-1.57,-1.00,-2.00,-3.04
127.60,0.00,1.00,-1.00,-2.00,3.08
127.70,0.00,-1.57,-1.00,-2.00,-3.10
127.80,0.00,1.00,-1.00,-2.00,3.02
127.90,0.00,1.00,-1.00,-2.00,3.12
128.00,0.00,-1.57,-1.00,-2.00,-3.06
128.10,0.00,1.00,-1.00,-2.00,3.07
128.20,0.00,-1.57,-1.00,-2.00,-3.12
128.30,0.00,1.00,-1.00,-2.00,3.01
128.40,0.00,1.00,-1.00,-2.00,3.11
128.50,0.00,-1.57,-1.00,-2.00,-3.07
128.60,0.00,1.00,-1.00,-2.00,3.05
128.70,0.00,-1.57,-1.00,-2.00,-3.13
128.80,0.00,1.00,-1.00,-2.00,3.00
128.90,0.00,1.00,-1.00,-2.00,3.10
129.00,0.00,-1.57,-1.00,-2.00,-3.09
129.10,0.00,1.00,-1.00,-2.00,3.04
129.20,0.00,1.00,-1.00,-2.00,3.14
129.30,0.00,-1.57,-1.00,-2.00,-3.04
129.40,0.00,1.00,-1.00,-2.00,3.08
129.50,0.00,-1.57,-1.00,-2.00,-3.10
129.60,0.00,1.00,-1.00,-2.00,3.02
129.70,0.00,1.00,-1.00,-2.00,3.12
129.80,0.00,-1.57,-1.00,-2.00,-3.06
129.90,0.00,1.00,-1.00,-2.00,3.07
130.00,0.00,-1.57,-1.00,-2.00,-3.12
130.10,0.00,1.00,-1.00,-2.00,3.01
130.20,0.00,1.00,-1.00,-2.00,3.11
130.30,0.00,-1.57,-1.00,-2.00,-3.07
130.40,0.00,1.00,-1.00,-2.00,3.05
130.50,0.00,-1.57,-1.00,-2.00,-3.13
130.60,0.00,1.00,-1.00,-2.00,3.00
130.70,0.00,1.00,-1.00,-2.00,3.10
130.80,0.00,-1.57,-1.00,-2.00,-3.09
130.90,0.00,1.00,-1.00,-2.00,3.04
131.00,0.00,1.00,-1.00,-2.00,3.14
131.10,0.00,-1.57,-1.00,-2.00,-3.04
131.20,0.00,1.00,-1.00,-2.00,3.08
131.30,0.00,-1.57,-1.00,-2.00,-3.10
131.40,0.00,1.00,-1.00,-2.00,3.03
131.50,0.00,1.00,-1.00,-2.00,3.13
131.60,0.00,-1.57,-1.00,-2.00,-3.06
131.70,0.00,1.00,-1.00,-2.00,3.07
131.80,0.00,-1.57,-1.00,-2.00,-3.11
131.90,0.00,1.00,-1.00,-2.00,3.01
132.00,0.00,1.00,-1.00,-2.00,3.11
132.10,0.00,-1.57,-1.00,-2.00,-3.07
132.20,0.00,1.00,-1.00,-2.00,3.05
132.30,0.00,-1.57,-1.00,-2.00,-3.13
132.40,0.00,1.00,-1.00,-2.00,3.00
132.50,0.00,1.00,-1.00,-2.00,3.10
132.60,0.00,-1.57,-1.00,-2.00,-3.09
132.70,0.00,1.00,-1.00,-2.00,3.04
132.80,0.00,1.00,-1.00,-2.00,3.14
132.90,0.00,-1.57,-1.00,-2.00,-3.04
133.00,0.00,1.00,-1.00,-2.00,3.08
133.10,0.00,-1.57,-1.00,-2.00,-3.10
133.20,0.00,1.00,-1.00,-2.00,3.03
133.30,0.00,1.00,-1.00,-2.00,3.13
133.40,0.00,-1.57,-1.00,-2.00,-3.06
133.50,0.00,1.00,-1.00,-2.00,3.07
133.60,0.00,-1.57,-1.00,-2.00,-3.11
133.70,0.00,1.00,-1.00,-2.00,3.01
133.80,0.00,1.00,-1.00,-2.00,3.11
133.90,0.00,-1.57,-1.00,-2.00,-3.07
134.00,0.00,1.00,-1.00,-2.00,3.05
134.10,0.00,-1.57,-1.00,-2.00,-3.13
134.20,0.00,1.00,-1.00,-2.00,3.00
134.30,0.00,1.00,-1.00,-2.00,3.10
134.40,0.00,-1.57,-1.00,-2.00,-3.09
134.50,0.00,1.00,-1.00,-2.00,3.04
134.60,0.00,1.00,-1.00,-2.00,3.14
134.70,0.00,-1.57,-1.00,-2.00,-3.04
134.80,0.00,1.00,-1.00,-2.00,3.08
134.90,0.00,-1.57,-1.00,-2.00,-3.10
135.00,0.00,1.00,-1.00,-2.00,3.03
135.10,0.00,1.00,-1.00,-2.00,3.13
135.20,0.00,-1.57,-1.00,-2.00,-3.06
135.30,0.00,1.00,-1.00,-2.00,3.07
135.40,0.00,-1.57,-1.00,-2.00,-3.11
135.50,0.00,1.00,-1.00,-2.00,3.01
135.60,0.00,1.00,-1.00,-2.00,3.11
135.70,0.00,-1.57,-1.00,-2.00,-3.07
135.80,0.00,1.00,-1.00,-2.00,3.05
135.90,0.00,-1.57,-1.00,-2.00,-3.13
136.00,0.00,1.00,-1.00,-2.00,3.00
136.10,0.00,1.00,-1.00,-2.00,3.10
136.20,0.00,-1.57,-1.00,-2.00,-3.09
136.30,0.00,1.00,-1.00,-2.00,3.04
136.40,0.00,1.00,-1.00,-2.00,3.14
136.50,0.00,-1.57,-1.00,-2.00,-3.04
136.60,0.00,1.00,-1.00,-2.00,3.08
136.70,0.00,-1.57,-1.00,-2.00,-3.10
136.80,0.00,1.00,-1.00,-2.00,3.03
136.90,0.00,1.00,-1.00,-2.00,3.13
137.00,0.00,-1.57,-1.00,-2.00,-3.06
137.10,0.00,1.00,-1.00,-2.00,3.07
137.20,0.00,-1.57,-1.00,-2.00,-3.11
137.30,0.00,1.00,-1.00,-2.00,3.01
137.40,0.00,1.00,-1.00,-2.00,3.11
137.50,0.00,-1.57,-1.00,-2.00,-3.07
137.60,0.00,1.00,-1.00,-2.00,3.06
137.70,0.00,-1.57,-1.00,-2.00,-3.13
137.80,0.00,1.00,-1.00,-2.00,3.00
137.90,0.00,1.00,-1.00,-2.00,3.10
138.00,0.00,-1.57,-1.00,-2.00,-3.08
138.10,0.00,1.00,-1.00,-2.00,3.04
138.20,0.00,1.00,-1.00,-2.00,3.14
138.30,0.00,-1.57,-1.00,-2.00,-3.04
138.40,0.00,1.00,-1.00,-2.00,3.08
138.50,0.00,-1.57,-1.00,-2.00,-3.10
138.60,0.00,1.00,-1.00,-2.00,3.03
138.70,0.00,1.00,-1.00,-2.00,3.13
138.80,0.00,-1.57,-1.00,-2.00,-3.06
138.90,0.00,1.00,-1.00,-2.00,3.07
139.00,0.00,-1.57,-1.00,-2.00,-3.11
139.10,0.00,1.00,-1.00,-2.00,3.01
139.20,0.00,1.00,-1.00,-2.00,3.11
139.30,0.00,-1.57,-1.00,-2.00,-3.07
139.40,0.00,1.00,-1.00,-2.00,3.06
139.50,0.00,-1.57,-1.00,-2.00,-3.13
139.60,0.00,1.00,-1.00,-2.00,3.00
139.70,0.00,1.00,-1.00,-2.00,3.10
139.80,0.00,-1.57,-1.00,-2.00,-3.08
139.90,0.00,1.00,-1.00,-2.00,3.04
140.00,0.00,-1.57,-1.00,-2.00,-3.14
140.10,0.00,1.00,-1.00,-2.00,2.98
140.20,0.00,1.00,-1.00,-2.00,3.08
140.30,0.00,-1.57,-1.00,-2.00,-3.10
140.40,0.00,1.00,-1.00,-2.00,3.03
140.50,0.00,1.00,-1.00,-2.00,3.13
140.60,0.00,-1.57,-1.00,-2.00,-3.06
140.70,0.00,1.00,-1.00,-2.00,3.07
140.80,0.00,-1.57,-1.00,-2.00,-3.11
140.90,0.00,1.00,-1.00,-2.00,3.01
141.00,0.00,1.00,-1.00,-2.00,3.11
141.10,0.00,-1.57,-1.00,-2.00,-3.07
141.20,0.00,1.00,-1.00,-2.00,3.06
141.30,0.00,-1.57,-1.00,-2.00,-3.13
141.40,0.00,1.00,-1.00,-2.00,3.00
141.50,0.00,1.00,-1.00,-2.00,3.10
141.60,0.00,-1.57,-1.00,-2.00,-3.08
141.70,0.00,1.00,-1.00,-2.00,3.04
141.80,0.00,-1.57,-1.00,-2.00,-3.14
141.90,0.00,1.00,-1.00,-2.00,2.99
142.00,0.00,1.00,-1.00,-2.00,3.09
142.10,0.00,-1.57,-1.00,-2.00,-3.10
142.20,0.00,1.00,-1.00,-2.00,3.03
142.30,0.00,1.00,-1.00,-2.00,3.13
142.40,0.00,-1.57,-1.00,-2.00,-3.06
142.50,0.00,1.00,-1.00,-2.00,3.07
142.60,0.00,-1.57,-1.00,-2.00,-3.11
142.70,0.00,1.00,-1.00,-2.00,3.01
142.80,0.00,1.00,-1.00,-2.00,3.11
142.90,0.00,-1.57,-1.00,-2.00,-3.07
143.00,0.00,1.00,-1.00,-2.00,3.06
143.10,0.00,-1.57,-1.00,-2.00,-3.13
143.20,0.00,1.00,-1.00,-2.00,3.00
143.30,0.00,1.00,-1.00,-2.00,3.10
143.40,0.00,-1.57,-1.00,-2.00,-3.08
143.50,0.00,1.00,-1.00,-2.00,3.04
143.60,0.00,-1.57,-1.00,-2.00,-3.14
143.70,0.00,1.00,-1.00,-2.00,2.99
143.80,0.00,1.00,-1.00,-2.00,3.09
143.90,0.00,-1.57,-1.00,-2.00,-3.10
144.00,0.00,1.00,-1.00,-2.00,3.03
144.10,0.00,1.00,-1.00,-2.00,3.13
144.20,0.00,-1.57,-1.00,-2.00,-3.05
144.30,0.00,1.00,-1.00,-2.00,3.07
144.40,0.00,-1.57,-1.00,-2.00,-3.11
144.50,0.00,1.00,-1.00,-2.00,3.01
144.60,0.00,1.00,-1.00,-2.00,3.11
144.70,0.00,-1.57,-1.00,-2.00,-3.07
144.80,0.00,1.00,-1.00,-2.00,3.06
144.90,0.00,-1.57,-1.00,-2.00,-3.13
145.00,0.00,1.00,-1.00,-2.00,3.00
145.10,0.00,1.00,-1.00,-2.00,3.10
145.20,0.00,-1.57,-1.00,-2.00,-3.08
145.30,0.00,1.00,-1.00,-2.00,3.04
145.40,0.00,-1.57,-1.00,-2.00,-3.14
145.50,0.00,1.00,-1.00,-2.00,2.99
145.60,0.00,1.00,-1.00,-2.00,3.09
145.70,0.00,-1.57,-1.00,-2.00,-3.10
145.80,0.00,1.00,-1.00,-2.00,3.03
145.90,0.00,1.00,-1.00,-2.00,3.13
146.00,0.00,-1.57,-1.00,-2.00,-3.05
146.10,0.00,1.00,-1.00,-2.00,3.07
146.20,0.00,-1.57,-1.00,-2.00,-3.11
146.30,0.00,1.00,-1.00,-2.00,3.01
146.40,0.00,1.00,-1.00,-2.00,3.11
146.50,0.00,-1.57,-1.00,-2.00,-3.07
146.60,0.00,1.00,-1.00,-2.00,3.06
146.70,0.00,-1.57,-1.00,-2.00,-3.13
146.80,0.00,1.00,-1.00,-2.00,3.00
146.90,0.00,1.00,-1.00,-2.00,3.10
147.00,0.00,-1.57,-1.00,-2.00,-3.08
147.10,0.00,1.00,-1.00,-2.00,3.04
147.20,0.00,-1.57,-1.00,-2.00,-3.14
147.30,0.00,1.00,-1.00,-2.00,2.99
147.40,0.00,1.00,-1.00,-2.00,3.09
147.50,0.00,-1.57,-1.00,-2.00,-3.10
147.60,0.00,1.00,-1.00,-2.00,3.03
147.70,0.00,1.00,-1.00,-2.00,3.13
147.80,0.00,-1.57,-1.00,-2.00,-3.05
147.90,0.00,1.00,-1.00,-2.00,3.07
148.00,0.00,-1.57,-1.00,-2.00,-3.11
148.10,0.00,1.00,-1.00,-2.00,3.02
148.20,0.00,1.00,-1.00,-2.00,3.12
148.30,0.00,-1.57,-1.00,-2.00,-3.07
148.40,0.00,1.00,-1.00,-2.00,3.06
148.50,0.00,-1.57,-1.00,-2.00,-3.13
148.60,0.00,1.00,-1.00,-2.00,3.00
148.70,0.00,1.00,-1.00,-2.00,3.10
148.80,0.00,-1.57,-1.00,-2.00,-3.08
148.90,0.00,1.00,-1.00,-2.00,3.04
149.00,0.00,-1.57,-1.00,-2.00,-3.14
149.10,0.00,1.00,-1.00,-2.00,2.99
149.20,0.00,1.00,-1.00,-2.00,3.09
149.30,0.00,-1.57,-1.00,-2.00,-3.10
149.40,0.00,1.00,-1.00,-2.00,3.03
149.50,0.00,1.00,-1.00,-2.00,3.13
149.60,0.00,-1.57,-1.00,-2.00,-3.05
149.70,0.00,1.00,-1.00,-2.00,3.07
149.80,0.00,-1.57,-1.00,-2.00,-3.11
149.90,0.00,1.00,-1.00,-2.00,3.02
150.00,0.00,1.00,-1.00,-2.00,3.12
150.10,0.00,-1.57,-1.00,-2.00,-3.07
150.20,0.00,1.00,-1.00,-2.00,3.06
150.30,0.00,-1.57,-1.00,-2.00,-3.12
150.40,0.00,1.00,-1.00,-2.00,3.00
150.50,0.00,1.00,-1.00,-2.00,3.10
150.60,0.00,-1.57,-1.00,-2.00,-3.08
150.70,0.00,1.00,-1.00,-2.00,3.04
150.80,0.00,-1.57,-1.00,-2.00,-3.14
150.90,0.00,1.00,-1.00,-2.00,2.99
151.00,0.00,1.00,-1.00,-2.00,3.09
151.10,0.00,-1.57,-1.00,-2.00,-3.10
151.20,0.00,1.00,-1.00,-2.00,3.03
151.30,0.00,1.00,-1.00,-2.00,3.13
151.40,0.00,-1.57,-1.00,-2.00,-3.05
151.50,0.00,1.00,-1.00,-2.00,3.07
151.60,0.00,-1.57,-1.00,-2.00,-3.11
151.70,0.00,1.00,-1.00,-2.00,3.02
151.80,0.00,1.00,-1.00,-2.00,3.12
151.90,0.00,-1.57,-1.00,-2.00,-3.07
152.00,0.00,1.00,-1.00,-2.00,3.06
152.10,0.00,-1.57,-1.00,-2.00,-3.12
152.20,0.00,1.00,-1.00,-2.00,3.00
152.30,0.00,1.00,-1.00,-2.00,3.10
152.40,0.00,-1.57,-1.00,-2.00,-3.08
152.50,0.00,1.00,-1.00,-2.00,3.04
152.60,0.00,-1.57,-1.00,-2.00,-3.14
152.70,0.00,1.00,-1.00,-2.00,2.99
152.80,0.00,1.00,-1.00,-2.00,3.09
152.90,0.00,-1.57,-1.00,-2.00,-3.10
153.00,0.00,1.00,-1.00,-2.00,3.03
153.10,0.00,1.00,-1.00,-2.00,3.13
153.20,0.00,-1.57,-1.00,-2.00,-3.05
153.30,0.00,1.00,-1.00,-2.00,3.07
153.40,0.00,-1.57,-1.00,-2.00,-3.11
153.50,0.00,1.00,-1.00,-2.00,3.02
153.60,0.00,1.00,-1.00,-2.00,3.12
153.70,0.00,-1.57,-1.00,-2.00,-3.07
153.80,0.00,1.00,-1.00,-2.00,3.06
153.90,0.00,-1.57,-1.00,-2.00,-3.12
154.00,0.00,1.00,-1.00,-2.00,3.00
154.10,0.00,1.00,-1.00,-2.00,3.10
154.20,0.00,-1.57,-1.00,-2.00,-3.08
154.30,0.00,1.00,-1.00,-2.00,3.05
154.40,0.00,-1.57,-1.00,-2.00,-3.14
154.50,0.00,1.00,-1.00,-2.00,2.99
154.60,0.00,1.00,-1.00,-2.00,3.09
154.70,0.00,-1.57,-1.00,-2.00,-3.10
154.80,0.00,1.00,-1.00,-2.00,3.03
154.90,0.00,1.00,-1.00,-2.00,3.13
155.00,0.00,-1.57,-1.00,-2.00,-3.05
155.10,0.00,1.00,-1.00,-2.00,3.07
155.20,0.00,-1.57,-1.00,-2.00,-3.11
155.30,0.00,1.00,-1.00,-2.00,3.02
155.40,0.00,1.00,-1.00,-2.00,3.12
155.50,0.00,-1.57,-1.00,-2.00,-3.07
155.60,0.00,1.00,-1.00,-2.00,3.06
155.70,0.00,-1.57,-1.00,-2.00,-3.12
155.80,0.00,1.00,-1.00,-2.00,3.00
155.90,0.00,1.00,-1.00,-2.00,3.10
156.00,0.00,-1.57,-1.00,-2.00,-3.08
156.10,0.00,1.00,-1.00,-2.00,3.05
156.20,0.00,-1.57,-1.00,-2.00,-3.14
156.30,0.00,1.00,-1.00,-2.00,2.99
156.40,0.00,1.00,-1.00,-2.00,3.09
156.50,0.00,-1.57,-1.00,-2.00,-3.09
156.60,0.00,1.00,-1.00,-2.00,3.03
156.70,0.00,1.00,-1.00,-2.00,3.13
156.80,0.00,-1.57,-1.00,-2.00,-3.05
